"_v","_u"
-1.98,2.952
-1.98,3.024
-1.98,3.096
-1.98,3.168
-1.98,3.24
-1.98,3.312
-1.98,3.384
-1.98,3.456
-1.98,3.528
-1.98,3.6
-1.89,-3.6
-1.89,-3.528
-1.89,-3.456
-1.89,-3.384
-1.89,-3.312
-1.89,-3.24
-1.89,-3.168
-1.89,-3.096
-1.89,-3.024
-1.89,-2.952
-1.89,-2.88
-1.89,-2.808
-1.89,-2.736
-1.89,-2.664
-1.89,-2.592
-1.89,-2.52
-1.89,-2.448
-1.89,-2.376
-1.89,-2.304
-1.89,-2.232
-1.89,-2.16
-1.89,-2.088
-1.89,-2.016
-1.89,-1.944
-1.89,-1.872
-1.89,-1.8
-1.89,-1.728
-1.89,-1.656
-1.89,-1.584
-1.89,-1.512
-1.89,-1.44
-1.89,-1.368
-1.89,-1.296
-1.89,-1.224
-1.89,-1.152
-1.89,-1.08
-1.89,-1.008
-1.89,-0.936
-1.89,-0.864
-1.89,-0.792
-1.89,-0.72
-1.89,-0.648
-1.89,-0.576
-1.89,-0.504
-1.89,-0.432
-1.89,-0.36
-1.89,-0.288
-1.89,-0.216
-1.89,-0.144
-1.89,-0.072
-1.89,0
-1.89,0.072
-1.89,0.144
-1.89,0.216
-1.89,0.288
-1.89,0.36
-1.89,0.432
-1.89,0.504
-1.89,0.576
-1.89,0.648
-1.89,0.72
-1.89,0.792
-1.89,0.864
-1.89,0.936
-1.89,1.008
-1.89,1.08
-1.89,1.152
-1.89,1.224
-1.89,1.296
-1.89,1.368
-1.89,1.44
-1.89,1.512
-1.89,1.584
-1.89,1.656
-1.89,1.728
-1.89,1.8
-1.89,1.872
-1.89,1.944
-1.89,2.016
-1.89,2.088
-1.89,2.16
-1.89,2.232
-1.89,2.304
-1.89,2.376
-1.89,2.448
-1.89,2.52
-1.89,2.592
-1.89,2.664
-1.89,2.736
-1.89,2.808
-1.89,2.88
-1.89,2.952
-1.89,3.024
-1.89,3.096
-1.89,3.168
-1.89,3.24
-1.89,3.312
-1.89,3.384
-1.89,3.456
-1.89,3.528
-1.89,3.6
-1.8,-3.6
-1.8,-3.528
-1.8,-3.456
-1.8,-3.384
-1.8,-3.312
-1.8,-3.24
-1.8,-3.168
-1.8,-3.096
-1.8,-3.024
-1.8,-2.952
-1.8,-2.88
-1.8,-2.808
-1.8,-2.736
-1.8,-2.664
-1.8,-2.592
-1.8,-2.52
-1.8,-2.448
-1.8,-2.376
-1.8,-2.304
-1.8,-2.232
-1.8,-2.16
-1.8,-2.088
-1.8,-2.016
-1.8,-1.944
-1.8,-1.872
-1.8,-1.8
-1.8,-1.728
-1.8,-1.656
-1.8,-1.584
-1.8,-1.512
-1.8,-1.44
-1.8,-1.368
-1.8,-1.296
-1.8,-1.224
-1.8,-1.152
-1.8,-1.08
-1.8,-1.008
-1.8,-0.936
-1.8,-0.864
-1.8,-0.792
-1.8,-0.72
-1.8,-0.648
-1.8,-0.576
-1.8,-0.504
-1.8,-0.432
-1.8,-0.36
-1.8,-0.288
-1.8,-0.216
-1.8,-0.144
-1.8,-0.072
-1.8,0
-1.8,0.072
-1.8,0.144
-1.8,0.216
-1.8,0.288
-1.8,0.36
-1.8,0.432
-1.8,0.504
-1.8,0.576
-1.8,0.648
-1.8,0.72
-1.8,0.792
-1.8,0.864
-1.8,0.936
-1.8,1.008
-1.8,1.08
-1.8,1.152
-1.8,1.224
-1.8,1.296
-1.8,1.368
-1.8,1.44
-1.8,1.512
-1.8,1.584
-1.8,1.656
-1.8,1.728
-1.8,1.8
-1.8,1.872
-1.8,1.944
-1.8,2.016
-1.8,2.088
-1.8,2.16
-1.8,2.232
-1.8,2.304
-1.8,2.376
-1.8,2.448
-1.8,2.52
-1.8,2.592
-1.8,2.664
-1.8,2.736
-1.8,2.808
-1.8,2.88
-1.8,2.952
-1.8,3.024
-1.8,3.096
-1.8,3.168
-1.8,3.24
-1.8,3.312
-1.8,3.384
-1.8,3.456
-1.8,3.528
-1.8,3.6
-1.71,-3.6
-1.71,-3.528
-1.71,-3.456
-1.71,-3.384
-1.71,-3.312
-1.71,-3.24
-1.71,-3.168
-1.71,-3.096
-1.71,-3.024
-1.71,-2.952
-1.71,-2.88
-1.71,-2.808
-1.71,-2.736
-1.71,-2.664
-1.71,-2.592
-1.71,-2.52
-1.71,-2.448
-1.71,-2.376
-1.71,-2.304
-1.71,-2.232
-1.71,-2.16
-1.71,-2.088
-1.71,-2.016
-1.71,-1.944
-1.71,-1.872
-1.71,-1.8
-1.71,-1.728
-1.71,-1.656
-1.71,-1.584
-1.71,-1.512
-1.71,-1.44
-1.71,-1.368
-1.71,-1.296
-1.71,-1.224
-1.71,-1.152
-1.71,-1.08
-1.71,-1.008
-1.71,-0.936
-1.71,-0.864
-1.71,-0.792
-1.71,-0.72
-1.71,-0.648
-1.71,-0.576
-1.71,-0.504
-1.71,-0.432
-1.71,-0.36
-1.71,-0.288
-1.71,-0.216
-1.71,-0.144
-1.71,-0.072
-1.71,0
-1.71,0.072
-1.71,0.144
-1.71,0.216
-1.71,0.288
-1.71,0.36
-1.71,0.432
-1.71,0.504
-1.71,0.576
-1.71,0.648
-1.71,0.72
-1.71,0.792
-1.71,0.864
-1.71,0.936
-1.71,1.008
-1.71,1.08
-1.71,1.152
-1.71,1.224
-1.71,1.296
-1.71,1.368
-1.71,1.44
-1.71,1.512
-1.71,1.584
-1.71,1.656
-1.71,1.728
-1.71,1.8
-1.71,1.872
-1.71,1.944
-1.71,2.016
-1.71,2.088
-1.71,2.16
-1.71,2.232
-1.71,2.304
-1.71,2.376
-1.71,2.448
-1.71,2.52
-1.71,2.592
-1.71,2.664
-1.71,2.736
-1.71,2.808
-1.71,2.88
-1.71,2.952
-1.71,3.024
-1.71,3.096
-1.71,3.168
-1.71,3.24
-1.71,3.312
-1.71,3.384
-1.71,3.456
-1.71,3.528
-1.71,3.6
-1.62,-3.6
-1.62,-3.528
-1.62,-3.456
-1.62,-3.384
-1.62,-3.312
-1.62,-3.24
-1.62,-3.168
-1.62,-3.096
-1.62,-3.024
-1.62,-2.952
-1.62,-2.88
-1.62,-2.808
-1.62,-2.736
-1.62,-2.664
-1.62,-2.592
-1.62,-2.52
-1.62,-2.448
-1.62,-2.376
-1.62,-2.304
-1.62,-2.232
-1.62,-2.16
-1.62,-2.088
-1.62,-2.016
-1.62,-1.944
-1.62,-1.872
-1.62,-1.8
-1.62,-1.728
-1.62,-1.656
-1.62,-1.584
-1.62,-1.512
-1.62,-1.44
-1.62,-1.368
-1.62,-1.296
-1.62,-1.224
-1.62,-1.152
-1.62,-1.08
-1.62,-1.008
-1.62,-0.936
-1.62,-0.864
-1.62,-0.792
-1.62,-0.72
-1.62,-0.648
-1.62,-0.576
-1.62,-0.504
-1.62,-0.432
-1.62,-0.36
-1.62,-0.288
-1.62,-0.216
-1.62,-0.144
-1.62,-0.072
-1.62,0
-1.62,0.072
-1.62,0.144
-1.62,0.216
-1.62,0.288
-1.62,0.36
-1.62,0.432
-1.62,0.504
-1.62,0.576
-1.62,0.648
-1.62,0.72
-1.62,0.792
-1.62,0.864
-1.62,0.936
-1.62,1.008
-1.62,1.08
-1.62,1.152
-1.62,1.224
-1.62,1.296
-1.62,1.368
-1.62,1.44
-1.62,1.512
-1.62,1.584
-1.62,1.656
-1.62,1.728
-1.62,1.8
-1.62,1.872
-1.62,1.944
-1.62,2.016
-1.62,2.088
-1.62,2.16
-1.62,2.232
-1.62,2.304
-1.62,2.376
-1.62,2.448
-1.62,2.52
-1.62,2.592
-1.62,2.664
-1.62,2.736
-1.62,2.808
-1.62,2.88
-1.62,2.952
-1.62,3.024
-1.62,3.096
-1.62,3.168
-1.62,3.24
-1.62,3.312
-1.62,3.384
-1.62,3.456
-1.62,3.528
-1.62,3.6
-1.53,-3.6
-1.53,-3.528
-1.53,-3.456
-1.53,-3.384
-1.53,-3.312
-1.53,-3.24
-1.53,-3.168
-1.53,-3.096
-1.53,-3.024
-1.53,-2.952
-1.53,-2.88
-1.53,-2.808
-1.53,-2.736
-1.53,-2.664
-1.53,-2.592
-1.53,-2.52
-1.53,-2.448
-1.53,-2.376
-1.53,-2.304
-1.53,-2.232
-1.53,-2.16
-1.53,-2.088
-1.53,-2.016
-1.53,-1.944
-1.53,-1.872
-1.53,-1.8
-1.53,-1.728
-1.53,-1.656
-1.53,-1.584
-1.53,-1.512
-1.53,-1.44
-1.53,-1.368
-1.53,-1.296
-1.53,-1.224
-1.53,-1.152
-1.53,-1.08
-1.53,-1.008
-1.53,-0.936
-1.53,-0.864
-1.53,-0.792
-1.53,-0.72
-1.53,-0.648
-1.53,-0.576
-1.53,-0.504
-1.53,-0.432
-1.53,-0.36
-1.53,-0.288
-1.53,-0.216
-1.53,-0.144
-1.53,-0.072
-1.53,0
-1.53,0.072
-1.53,0.144
-1.53,0.216
-1.53,0.288
-1.53,0.36
-1.53,0.432
-1.53,0.504
-1.53,0.576
-1.53,0.648
-1.53,0.72
-1.53,0.792
-1.53,0.864
-1.53,0.936
-1.53,1.008
-1.53,1.08
-1.53,1.152
-1.53,1.224
-1.53,1.296
-1.53,1.368
-1.53,1.44
-1.53,1.512
-1.53,1.584
-1.53,1.656
-1.53,1.728
-1.53,1.8
-1.53,1.872
-1.53,1.944
-1.53,2.016
-1.53,2.088
-1.53,2.16
-1.53,2.232
-1.53,2.304
-1.53,2.376
-1.53,2.448
-1.53,2.52
-1.53,2.592
-1.53,2.664
-1.53,2.736
-1.53,2.808
-1.53,2.88
-1.53,2.952
-1.53,3.024
-1.53,3.096
-1.53,3.168
-1.53,3.24
-1.53,3.312
-1.53,3.384
-1.53,3.456
-1.53,3.528
-1.53,3.6
-1.44,-3.6
-1.44,-3.528
-1.44,-3.456
-1.44,-3.384
-1.44,-3.312
-1.44,-3.24
-1.44,-3.168
-1.44,-3.096
-1.44,-3.024
-1.44,-2.952
-1.44,-2.88
-1.44,-2.808
-1.44,-2.736
-1.44,-2.664
-1.44,-2.592
-1.44,-2.52
-1.44,-2.448
-1.44,-2.376
-1.44,-2.304
-1.44,-2.232
-1.44,-2.16
-1.44,-2.088
-1.44,-2.016
-1.44,-1.944
-1.44,-1.872
-1.44,-1.8
-1.44,-1.728
-1.44,-1.656
-1.44,-1.584
-1.44,-1.512
-1.44,-1.44
-1.44,-1.368
-1.44,-1.296
-1.44,-1.224
-1.44,-1.152
-1.44,-1.08
-1.44,-1.008
-1.44,-0.936
-1.44,-0.864
-1.44,-0.792
-1.44,-0.72
-1.44,-0.648
-1.44,-0.576
-1.44,-0.504
-1.44,-0.432
-1.44,-0.36
-1.44,-0.288
-1.44,-0.216
-1.44,-0.144
-1.44,-0.072
-1.44,0
-1.44,0.072
-1.44,0.144
-1.44,0.216
-1.44,0.288
-1.44,0.36
-1.44,0.432
-1.44,0.504
-1.44,0.576
-1.44,0.648
-1.44,0.72
-1.44,0.792
-1.44,0.864
-1.44,0.936
-1.44,1.008
-1.44,1.08
-1.44,1.152
-1.44,1.224
-1.44,1.296
-1.44,1.368
-1.44,1.44
-1.44,1.512
-1.44,1.584
-1.44,1.656
-1.44,1.728
-1.44,1.8
-1.44,1.872
-1.44,1.944
-1.44,2.016
-1.44,2.088
-1.44,2.16
-1.44,2.232
-1.44,2.304
-1.44,2.376
-1.44,2.448
-1.44,2.52
-1.44,2.592
-1.44,2.664
-1.44,2.736
-1.44,2.808
-1.44,2.88
-1.44,2.952
-1.44,3.024
-1.44,3.096
-1.44,3.168
-1.44,3.24
-1.44,3.312
-1.44,3.384
-1.44,3.456
-1.44,3.528
-1.44,3.6
-1.35,-3.6
-1.35,-3.528
-1.35,-3.456
-1.35,-3.384
-1.35,-3.312
-1.35,-3.24
-1.35,-3.168
-1.35,-3.096
-1.35,-3.024
-1.35,-2.952
-1.35,-2.88
-1.35,-2.808
-1.35,-2.736
-1.35,-2.664
-1.35,-2.592
-1.35,-2.52
-1.35,-2.448
-1.35,-2.376
-1.35,-2.304
-1.35,-2.232
-1.35,-2.16
-1.35,-2.088
-1.35,-2.016
-1.35,-1.944
-1.35,-1.872
-1.35,-1.8
-1.35,-1.728
-1.35,-1.656
-1.35,-1.584
-1.35,-1.512
-1.35,-1.44
-1.35,-1.368
-1.35,-1.296
-1.35,-1.224
-1.35,-1.152
-1.35,-1.08
-1.35,-1.008
-1.35,-0.936
-1.35,-0.864
-1.35,-0.792
-1.35,-0.72
-1.35,-0.648
-1.35,-0.576
-1.35,-0.504
-1.35,-0.432
-1.35,-0.36
-1.35,-0.288
-1.35,-0.216
-1.35,-0.144
-1.35,-0.072
-1.35,0
-1.35,0.072
-1.35,0.144
-1.35,0.216
-1.35,0.288
-1.35,0.36
-1.35,0.432
-1.35,0.504
-1.35,0.576
-1.35,0.648
-1.35,0.72
-1.35,0.792
-1.35,0.864
-1.35,0.936
-1.35,1.008
-1.35,1.08
-1.35,1.152
-1.35,1.224
-1.35,1.296
-1.35,1.368
-1.35,1.44
-1.35,1.512
-1.35,1.584
-1.35,1.656
-1.35,1.728
-1.35,1.8
-1.35,1.872
-1.35,1.944
-1.35,2.016
-1.35,2.088
-1.35,2.16
-1.35,2.232
-1.35,2.304
-1.35,2.376
-1.35,2.448
-1.35,2.52
-1.35,2.592
-1.35,2.664
-1.35,2.736
-1.35,2.808
-1.35,2.88
-1.35,2.952
-1.35,3.024
-1.35,3.096
-1.35,3.168
-1.35,3.24
-1.35,3.312
-1.35,3.384
-1.35,3.456
-1.35,3.528
-1.35,3.6
-1.26,-3.6
-1.26,-3.528
-1.26,-3.456
-1.26,-3.384
-1.26,-3.312
-1.26,-3.24
-1.26,-3.168
-1.26,-3.096
-1.26,-3.024
-1.26,-2.952
-1.26,-2.88
-1.26,-2.808
-1.26,-2.736
-1.26,-2.664
-1.26,-2.592
-1.26,-2.52
-1.26,-2.448
-1.26,-2.376
-1.26,-2.304
-1.26,-2.232
-1.26,-2.16
-1.26,-2.088
-1.26,-2.016
-1.26,-1.944
-1.26,-1.872
-1.26,-1.8
-1.26,-1.728
-1.26,-1.656
-1.26,-1.584
-1.26,-1.512
-1.26,-1.44
-1.26,-1.368
-1.26,-1.296
-1.26,-1.224
-1.26,-1.152
-1.26,-1.08
-1.26,-1.008
-1.26,-0.936
-1.26,-0.864
-1.26,-0.792
-1.26,-0.72
-1.26,-0.648
-1.26,-0.576
-1.26,-0.504
-1.26,-0.432
-1.26,-0.36
-1.26,-0.288
-1.26,-0.216
-1.26,-0.144
-1.26,-0.072
-1.26,0
-1.26,0.072
-1.26,0.144
-1.26,0.216
-1.26,0.288
-1.26,0.36
-1.26,0.432
-1.26,0.504
-1.26,0.576
-1.26,0.648
-1.26,0.72
-1.26,0.792
-1.26,0.864
-1.26,0.936
-1.26,1.008
-1.26,1.08
-1.26,1.152
-1.26,1.224
-1.26,1.296
-1.26,1.368
-1.26,1.44
-1.26,1.512
-1.26,1.584
-1.26,1.656
-1.26,1.728
-1.26,1.8
-1.26,1.872
-1.26,1.944
-1.26,2.016
-1.26,2.088
-1.26,2.16
-1.26,2.232
-1.26,2.304
-1.26,2.376
-1.26,2.448
-1.26,2.52
-1.26,2.592
-1.26,2.664
-1.26,2.736
-1.26,2.808
-1.26,2.88
-1.26,2.952
-1.26,3.024
-1.26,3.096
-1.26,3.168
-1.26,3.24
-1.26,3.312
-1.26,3.384
-1.26,3.456
-1.26,3.528
-1.26,3.6
-1.17,-3.6
-1.17,-3.528
-1.17,-3.456
-1.17,-3.384
-1.17,-3.312
-1.17,-3.24
-1.17,-3.168
-1.17,-3.096
-1.17,-3.024
-1.17,-2.952
-1.17,-2.88
-1.17,-2.808
-1.17,-2.736
-1.17,-2.664
-1.17,-2.592
-1.17,-2.52
-1.17,-2.448
-1.17,-2.376
-1.17,-2.304
-1.17,-2.232
-1.17,-2.16
-1.17,-2.088
-1.17,-2.016
-1.17,-1.944
-1.17,-1.872
-1.17,-1.8
-1.17,-1.728
-1.17,-1.656
-1.17,-1.584
-1.17,-1.512
-1.17,-1.44
-1.17,-1.368
-1.17,-1.296
-1.17,-1.224
-1.17,-1.152
-1.17,-1.08
-1.17,-1.008
-1.17,-0.936
-1.17,-0.864
-1.17,-0.792
-1.17,-0.72
-1.17,-0.648
-1.17,-0.576
-1.17,-0.504
-1.17,-0.432
-1.17,-0.36
-1.17,-0.288
-1.17,-0.216
-1.17,-0.144
-1.17,-0.072
-1.17,0
-1.17,0.072
-1.17,0.144
-1.17,0.216
-1.17,0.288
-1.17,0.36
-1.17,0.432
-1.17,0.504
-1.17,0.576
-1.17,0.648
-1.17,0.72
-1.17,0.792
-1.17,0.864
-1.17,0.936
-1.17,1.008
-1.17,1.08
-1.17,1.152
-1.17,1.224
-1.17,1.296
-1.17,1.368
-1.17,1.44
-1.17,1.512
-1.17,1.584
-1.17,1.656
-1.17,1.728
-1.17,1.8
-1.17,1.872
-1.17,1.944
-1.17,2.016
-1.17,2.088
-1.17,2.16
-1.17,2.232
-1.17,2.304
-1.17,2.376
-1.17,2.448
-1.17,2.52
-1.17,2.592
-1.17,2.664
-1.17,2.736
-1.17,2.808
-1.17,2.88
-1.17,2.952
-1.17,3.024
-1.17,3.096
-1.17,3.168
-1.17,3.24
-1.17,3.312
-1.17,3.384
-1.17,3.456
-1.17,3.528
-1.17,3.6
-1.08,-3.6
-1.08,-3.528
-1.08,-3.456
-1.08,-3.384
-1.08,-3.312
-1.08,-3.24
-1.08,-3.168
-1.08,-3.096
-1.08,-3.024
-1.08,-2.952
-1.08,-2.88
-1.08,-2.808
-1.08,-2.736
-1.08,-2.664
-1.08,-2.592
-1.08,-2.52
-1.08,-2.448
-1.08,-2.376
-1.08,-2.304
-1.08,-2.232
-1.08,-2.16
-1.08,-2.088
-1.08,-2.016
-1.08,-1.944
-1.08,-1.872
-1.08,-1.8
-1.08,-1.728
-1.08,-1.656
-1.08,-1.584
-1.08,-1.512
-1.08,-1.44
-1.08,-1.368
-1.08,-1.296
-1.08,-1.224
-1.08,-1.152
-1.08,-1.08
-1.08,-1.008
-1.08,-0.936
-1.08,-0.864
-1.08,-0.792
-1.08,-0.72
-1.08,-0.648
-1.08,-0.576
-1.08,-0.504
-1.08,-0.432
-1.08,-0.36
-1.08,-0.288
-1.08,-0.216
-1.08,-0.144
-1.08,-0.072
-1.08,0
-1.08,0.072
-1.08,0.144
-1.08,0.216
-1.08,0.288
-1.08,0.36
-1.08,0.432
-1.08,0.504
-1.08,0.576
-1.08,0.648
-1.08,0.72
-1.08,0.792
-1.08,0.864
-1.08,0.936
-1.08,1.008
-1.08,1.08
-1.08,1.152
-1.08,1.224
-1.08,1.296
-1.08,1.368
-1.08,1.44
-1.08,1.512
-1.08,1.584
-1.08,1.656
-1.08,1.728
-1.08,1.8
-1.08,1.872
-1.08,1.944
-1.08,2.016
-1.08,2.088
-1.08,2.16
-1.08,2.232
-1.08,2.304
-1.08,2.376
-1.08,2.448
-1.08,2.52
-1.08,2.592
-1.08,2.664
-1.08,2.736
-1.08,2.808
-1.08,2.88
-1.08,2.952
-1.08,3.024
-1.08,3.096
-1.08,3.168
-1.08,3.24
-1.08,3.312
-1.08,3.384
-1.08,3.456
-1.08,3.528
-1.08,3.6
-0.99,-3.6
-0.99,-3.528
-0.99,-3.456
-0.99,-3.384
-0.99,-3.312
-0.99,-3.24
-0.99,-3.168
-0.99,-3.096
-0.99,-3.024
-0.99,-2.952
-0.99,-2.88
-0.99,-2.808
-0.99,-2.736
-0.99,-2.664
-0.99,-2.592
-0.99,-2.52
-0.99,-2.448
-0.99,-2.376
-0.99,-2.304
-0.99,-2.232
-0.99,-2.16
-0.99,-2.088
-0.99,-2.016
-0.99,-1.944
-0.99,-1.872
-0.99,-1.8
-0.99,-1.728
-0.99,-1.656
-0.99,-1.584
-0.99,-1.512
-0.99,-1.44
-0.99,-1.368
-0.99,-1.296
-0.99,-1.224
-0.99,-1.152
-0.99,-1.08
-0.99,-1.008
-0.99,-0.936
-0.99,-0.864
-0.99,-0.792
-0.99,-0.72
-0.99,-0.648
-0.99,-0.576
-0.99,-0.504
-0.99,-0.432
-0.99,-0.36
-0.99,-0.288
-0.99,-0.216
-0.99,-0.144
-0.99,-0.072
-0.99,0
-0.99,0.072
-0.99,0.144
-0.99,0.216
-0.99,0.288
-0.99,0.36
-0.99,0.432
-0.99,0.504
-0.99,0.576
-0.99,0.648
-0.99,0.72
-0.99,0.792
-0.99,0.864
-0.99,0.936
-0.99,1.008
-0.99,1.08
-0.99,1.152
-0.99,1.224
-0.99,1.296
-0.99,1.368
-0.99,1.44
-0.99,1.512
-0.99,1.584
-0.99,1.656
-0.99,1.728
-0.99,1.8
-0.99,1.872
-0.99,1.944
-0.99,2.016
-0.99,2.088
-0.99,2.16
-0.99,2.232
-0.99,2.304
-0.99,2.376
-0.99,2.448
-0.99,2.52
-0.99,2.592
-0.99,2.664
-0.99,2.736
-0.99,2.808
-0.99,2.88
-0.99,2.952
-0.99,3.024
-0.99,3.096
-0.99,3.168
-0.99,3.24
-0.99,3.312
-0.99,3.384
-0.99,3.456
-0.99,3.528
-0.99,3.6
-0.9,-3.6
-0.9,-3.528
-0.9,-3.456
-0.9,-3.384
-0.9,-3.312
-0.9,-3.24
-0.9,-3.168
-0.9,-3.096
-0.9,-3.024
-0.9,-2.952
-0.9,-2.88
-0.9,-2.808
-0.9,-2.736
-0.9,-2.664
-0.9,-2.592
-0.9,-2.52
-0.9,-2.448
-0.9,-2.376
-0.9,-2.304
-0.9,-2.232
-0.9,-2.16
-0.9,-2.088
-0.9,-2.016
-0.9,-1.944
-0.9,-1.872
-0.9,-1.8
-0.9,-1.728
-0.9,-1.656
-0.9,-1.584
-0.9,-1.512
-0.9,-1.44
-0.9,-1.368
-0.9,-1.296
-0.9,-1.224
-0.9,-1.152
-0.9,-1.08
-0.9,-1.008
-0.9,-0.936
-0.9,-0.864
-0.9,-0.792
-0.9,-0.72
-0.9,-0.648
-0.9,-0.576
-0.9,-0.504
-0.9,-0.432
-0.9,-0.36
-0.9,-0.288
-0.9,-0.216
-0.9,-0.144
-0.9,-0.072
-0.9,0
-0.9,0.072
-0.9,0.144
-0.9,0.216
-0.9,0.288
-0.9,0.36
-0.9,0.432
-0.9,0.504
-0.9,0.576
-0.9,0.648
-0.9,0.72
-0.9,0.792
-0.9,0.864
-0.9,0.936
-0.9,1.008
-0.9,1.08
-0.9,1.152
-0.9,1.224
-0.9,1.296
-0.9,1.368
-0.9,1.44
-0.9,1.512
-0.9,1.584
-0.9,1.656
-0.9,1.728
-0.9,1.8
-0.9,1.872
-0.9,1.944
-0.9,2.016
-0.9,2.088
-0.9,2.16
-0.9,2.232
-0.9,2.304
-0.9,2.376
-0.9,2.448
-0.9,2.52
-0.9,2.592
-0.9,2.664
-0.9,2.736
-0.9,2.808
-0.9,2.88
-0.9,2.952
-0.9,3.024
-0.9,3.096
-0.9,3.168
-0.9,3.24
-0.9,3.312
-0.9,3.384
-0.9,3.456
-0.9,3.528
-0.9,3.6
-0.81,-3.6
-0.81,-3.528
-0.81,-3.456
-0.81,-3.384
-0.81,-3.312
-0.81,-3.24
-0.81,-3.168
-0.81,-3.096
-0.81,-3.024
-0.81,-2.952
-0.81,-2.88
-0.81,-2.808
-0.81,-2.736
-0.81,-2.664
-0.81,-2.592
-0.81,-2.52
-0.81,-2.448
-0.81,-2.376
-0.81,-2.304
-0.81,-2.232
-0.81,-2.16
-0.81,-2.088
-0.81,-2.016
-0.81,-1.944
-0.81,-1.872
-0.81,-1.8
-0.81,-1.728
-0.81,-1.656
-0.81,-1.584
-0.81,-1.512
-0.81,-1.44
-0.81,-1.368
-0.81,-1.296
-0.81,-1.224
-0.81,-1.152
-0.81,-1.08
-0.81,-1.008
-0.81,-0.936
-0.81,-0.864
-0.81,-0.792
-0.81,-0.72
-0.81,-0.648
-0.81,-0.576
-0.81,-0.504
-0.81,-0.432
-0.81,-0.36
-0.81,-0.288
-0.81,-0.216
-0.81,-0.144
-0.81,-0.072
-0.81,0
-0.81,0.072
-0.81,0.144
-0.81,0.216
-0.81,0.288
-0.81,0.36
-0.81,0.432
-0.81,0.504
-0.81,0.576
-0.81,0.648
-0.81,0.72
-0.81,0.792
-0.81,0.864
-0.81,0.936
-0.81,1.008
-0.81,1.08
-0.81,1.152
-0.81,1.224
-0.81,1.296
-0.81,1.368
-0.81,1.44
-0.81,1.512
-0.81,1.584
-0.81,1.656
-0.81,1.728
-0.81,1.8
-0.81,1.872
-0.81,1.944
-0.81,2.016
-0.81,2.088
-0.81,2.16
-0.81,2.232
-0.81,2.304
-0.81,2.376
-0.81,2.448
-0.81,2.52
-0.81,2.592
-0.81,2.664
-0.81,2.736
-0.81,2.808
-0.81,2.88
-0.81,2.952
-0.81,3.024
-0.81,3.096
-0.81,3.168
-0.81,3.24
-0.81,3.312
-0.81,3.384
-0.81,3.456
-0.81,3.528
-0.81,3.6
-0.72,-3.6
-0.72,-3.528
-0.72,-3.456
-0.72,-3.384
-0.72,-3.312
-0.72,-3.24
-0.72,-3.168
-0.72,-3.096
-0.72,-3.024
-0.72,-2.952
-0.72,-2.88
-0.72,-2.808
-0.72,-2.736
-0.72,-2.664
-0.72,-2.592
-0.72,-2.52
-0.72,-2.448
-0.72,-2.376
-0.72,-2.304
-0.72,-2.232
-0.72,-2.16
-0.72,-2.088
-0.72,-2.016
-0.72,-1.944
-0.72,-1.872
-0.72,-1.8
-0.72,-1.728
-0.72,-1.656
-0.72,-1.584
-0.72,-1.512
-0.72,-1.44
-0.72,-1.368
-0.72,-1.296
-0.72,-1.224
-0.72,-1.152
-0.72,-1.08
-0.72,-1.008
-0.72,-0.936
-0.72,-0.864
-0.72,-0.792
-0.72,-0.72
-0.72,-0.648
-0.72,-0.576
-0.72,-0.504
-0.72,-0.432
-0.72,-0.36
-0.72,-0.288
-0.72,-0.216
-0.72,-0.144
-0.72,-0.072
-0.72,0
-0.72,0.072
-0.72,0.144
-0.72,0.216
-0.72,0.288
-0.72,0.36
-0.72,0.432
-0.72,0.504
-0.72,0.576
-0.72,0.648
-0.72,0.72
-0.72,0.792
-0.72,0.864
-0.72,0.936
-0.72,1.008
-0.72,1.08
-0.72,1.152
-0.72,1.224
-0.72,1.296
-0.72,1.368
-0.72,1.44
-0.72,1.512
-0.72,1.584
-0.72,1.656
-0.72,1.728
-0.72,1.8
-0.72,1.872
-0.72,1.944
-0.72,2.016
-0.72,2.088
-0.72,2.16
-0.72,2.232
-0.72,2.304
-0.72,2.376
-0.72,2.448
-0.72,2.52
-0.72,2.592
-0.72,2.664
-0.72,2.736
-0.72,2.808
-0.72,2.88
-0.72,2.952
-0.72,3.024
-0.72,3.096
-0.72,3.168
-0.72,3.24
-0.72,3.312
-0.72,3.384
-0.72,3.456
-0.72,3.528
-0.72,3.6
-0.63,-3.6
-0.63,-3.528
-0.63,-3.456
-0.63,-3.384
-0.63,-3.312
-0.63,-3.24
-0.63,-3.168
-0.63,-3.096
-0.63,-3.024
-0.63,-2.952
-0.63,-2.88
-0.63,-2.808
-0.63,-2.736
-0.63,-2.664
-0.63,-2.592
-0.63,-2.52
-0.63,-2.448
-0.63,-2.376
-0.63,-2.304
-0.63,-2.232
-0.63,-2.16
-0.63,-2.088
-0.63,-2.016
-0.63,-1.944
-0.63,-1.872
-0.63,-1.8
-0.63,-1.728
-0.63,-1.656
-0.63,-1.584
-0.63,-1.512
-0.63,-1.44
-0.63,-1.368
-0.63,-1.296
-0.63,-1.224
-0.63,-1.152
-0.63,-1.08
-0.63,-1.008
-0.63,-0.936
-0.63,-0.864
-0.63,-0.792
-0.63,-0.72
-0.63,-0.648
-0.63,-0.576
-0.63,-0.504
-0.63,-0.432
-0.63,-0.36
-0.63,-0.288
-0.63,-0.216
-0.63,-0.144
-0.63,-0.072
